id,text,description
12,Het eerste principe van de Groenvisie 2020 -2050 luidt: we zorgen voor genoeg gevarieerd groen voor iedereen. ,"Elke Amsterdammer kan genieten van voldoende groen in en om de stad. We garanderen toegang tot een bepaalde hoeveelheid groene ruimte per inwoner. Hoeveel dat is, hangt af van het type groen.

• Als je je deur uitstapt zie je in je eigen buurt meteen groen tegen gevels, op straten, op pleinen en langs kades en oevers. We maken de openbare ruimte groener waar we kunnen (“Groen, tenzij andere functies, zoals bijvoorbeeld verkeer, de groeiomstandigheden en de beheer- baarheid het onmogelijk maken”).
• Je kunt binnen 10 minuten wandelen vanaf je huis in een parkachtige, openbare omgeving zijn.
• Je bent na maximaal 15 minuten fietsen in een groot groengebied aan de rand van de stad.
• Een netwerk van groene en groen-blauwe verbindingen met wandel- en fietspaden verbindt de verschillende groene elementen.
• Het groen in de stad is openbaar en bereikbaar met het openbaar vervoer. Het is voor iedereen toegankelijk, ook voor mensen met een fysieke beperking. Het kan zowel door de gemeente als door bewoners of bedrijven zijn aangelegd en worden onderhouden."
13,Het tweede principe van de Groenvisie 2020 -2050  luidt: groen draagt bij aan het oplossen van opgaven in de stad.,"We kiezen voor een inrichting en beheer, waarmee zo veel mogelijk waarden van het groen worden behouden, toegevoegd of versterkt. Het groen draagt op die manier maximaal bij aan verschillende opgaven in de stad.

Groen kan veel functies vervullen in de stad, denk aan: wateropvang, hittedemping, verhoging van biodiversiteit en recreatie. Recreatie kent vele vormen, alle activiteiten die mensen doen om te ontspannen, in dit geval in het groen. Het gaat dan bijvoorbeeld om bewegen, spelen, sporten, tuinieren en elkaar ontmoeten. Al die functies vinden we belangrijk, omdat ze bijdragen aan een leefbare stad voor mensen en dieren. Een belangrijke opgave in de stad. Een goede inrichting en beheer kunnen die functies ondersteunen en meer waarde geven. Daarom zorgen we bij het inrichten en beheren van het groen dat:
• Groen met minder kwaliteit wordt verbeterd, zodat het meer waarde heeft en bijdraagt aan verschillende opgaven. Zo kan een park bij de juiste inrichting en het juiste beheer een prettige plek zijn voor een miljoen bezoekers per jaar en tegelijk waardevol zijn voor planten en dieren. Dus bijdragen aan gezondheid, sociaal welzijn en biodiversiteit.
• Nieuw groen bijdraagt aan de verschillende opgaven die op een plek het belangrijkst zijn, rekening houdend met de omgeving. De juiste inrichting en beheer zijn afhankelijk van de locatie en de behoefte van mens, dier en plant op die plek. Op plekken in de stad met veel verharding, kan de toevoeging van groen optimaal bijdragen aan verkoeling en waterberging. Op andere locaties is eerder behoefte aan mogelijkheden om te spelen of sporten.
• Groen van goede kwaliteit behouden blijft en goed wordt beheerd."
14,Het derde principe van de Groenvisie 2020 -2050  luidt: de stad wordt natuurinclusief aangelegd en beheerd.,"Amsterdam wordt nog aantrekkelijker voor diverse planten en dieren. We zijn een stad waar gebouwd, ingericht en beheerd wordt met respect voor de natuur.

Steden kunnen rijk zijn aan vrij levende planten en dieren. Omdat een steeds groter deel van ons land bebouwd wordt, is het zaak om biodiversiteit in stedelijke gebieden te vergroten. Daarnaast zijn sommige dieren en planten afhankelijk van stedelijke milieus. De biodiversiteit in Amsterdam is de laatste jaren gegroeid. Deze trend willen we voortzetten. We geven planten en dieren alle kansen om gebruik te maken van het natuurgebied Amsterdam. We zorgen voor het welzijn van dieren in de stad. De stad wordt zo ecologisch mogelijk ingericht en beheerd, gericht op een grote biodiversiteit. 

Dit betekent dat we:
• Bij de aanleg of bij het opnieuw inrichten van de openbare ruimte kiezen we voor natuurinclusieve oevers, kades, bermen, parken, bos- en bosplantsoenen, graslanden, plantsoenen, straten en pleinen. We maken bij kades en oevers, waar dat technisch mogelijk en gepast is, geleidelijke land/water overgangen met inheemse planten. Het toepassen blijft altijd maatwerk.
• Als norm natuurinclusief (ver)bouwen bij renovatie, transformatie en nieuwbouw van gebouwen.
• Ecologisch beheren wordt de norm in de openbare ruimte en bij het water, uiterlijk in 2030. Belangrijk is dat het past bij het gebruik van de openbare ruimte en het water.
• De bestaande ecologische structuur uitbreiden en geen nieuwe ecologische knelpunten veroorzaken bij verdichting in de stad.
• Ook bij private tuinen en bedrijventerreinen zijn mogelijkheden om de biodiversiteit te verhogen."
15,Het vierde principe van de Groenvisie luidt: aan groen werken we samen.,"We werken samen met bewoners, ondernemers, woningbouwcorporaties, kennisinstellingen en andere organisaties in de stad en regio aan het versterken van de stedelijke groene structuur en de groene elementen in wijken en buurten.

Een groene en leefbare stad maak je met vele handen. De gemeente slaat graag de handen ineen met bewoners, ondernemers, woningbouwcorporaties, kennisinstellingen en andere organisaties, waaronder andere overheden. We moedigen bewoners, bedrijven en organisaties aan hun eigen buitenruimte, zoals binnentuinen en daken, groener te maken en te beheren. We maken het vastgoed dat we zelf gebruiken of verhuren ook groener. Daarvoor kijken we naar de daken van de gebouwen en naar de aangelegen terreinen.

Ambtenaren, bewoners, bedrijven, kennis- instellingen en woningbouwcorporaties werken samen en leren van elkaar bij het groener maken van de stad. Voor de openbare ruimte geeft de gemeente duidelijke kaders voor aanleg, onderhoud en beheer. Binnen de gemeente werken we aan een sterke samenwerking omtrent het groen. Het delen van kennis met bewoners en partijen buiten de gemeente vinden we ook belangrijk. We zorgen dat de kennis die we opdoen bij het groener maken van de stad toegankelijk wordt voor iedereen. We leren van elkaar en daarnaast kunnen volwassenen en kinderen zich nog verder ontwikkelen door natuureducatie. Door te beseffen welke rol planten in ons leven spelen wordt het plantenleven om ons heen steeds meer gewaardeerd. Er zijn veel plekken in de stad waar je kunt leren over de natuur, bijvoorbeeld de Hortus, de schooltuinen en de natuurspeeltuinen."
16,Groen dient waar mogelijk altijd te worden toegevoegd bij projecten en initiatieven in de openbare ruimte conform het principe ‘Groen tenzij’.,"‘Groen, tenzij’ betekent dat we de openbare ruimte in Amsterdam zien als een ruimte die in de basis groen is. In de ontwerppraktijk die er nu is, zien we openbare ruimte nog te vaak als verharde ruimte, waar we even- tueel groen aan kunnen toevoegen of kunnen ‘uitsparen’. Hierdoor is op veel plekken te veel verharding, zoals te brede stoepen zonder ruimte om te verblijven of te spelen. Of brede asfaltvlaktes die verkeerskundig niet nodig zijn.

‘Groen, tenzij’ draait onze visie op de openbare ruimte om. Straten en pleinen worden groen, behalve als andere functies dat onmogelijk maken. Functies als: voetgangersruimte, fietspaden, openbaar vervoer of ondergrondse infrastructuur. Op die manier maken we de stad stap voor stap gezonder, natuurvriendelijker en een prettigere plek om te leven. Dat kan ook in smalle straten. Bijvoorbeeld door groene gevels toe te passen of een bestaande tuin te veranderen in een openbare.

We gebruiken ‘groen, tenzij’ ook andersom. In gebieden waar genoeg groen is, voegt meer groen niet vanzelfsprekend kwaliteit toe. Daar is het belangrijk om ons te richten op het verhogen van de natuurwaarde, de gebruiksmogelijkheden of de ruimtelijke kwaliteit. In zulke gebieden focust het beleid zich op het beter gebruik maken van het bestaande groen en niet op het groener maken van de omgeving.

We passen verharding toe waar dat vanuit gebruik en/of beheer nodig en wenselijk is. Denk aan wegen, straten, fietspaden, stoepen, trambanen, parkeerplekken en pleinen. Er kan ook bewust gekozen worden voor (behoud) van verharding vanuit ruimtelijke kwaliteit en cultuurhistorisch oogpunt. Voorbeelden daarvan zijn de mooie pleinen en stegen in de binnenstad of de kades langs het water."
18,"Vanuit de Groenvisie zien we dat Amsterdammersveel gebruik maken van het groen in hun eigen buurt. Buurten kunnen nog groener, daarvoor zijn veel mogelijkheden. In de Groenvisie 2020 - 2050  zijn de ambities voor het buurtgroen vastgelegd.","In 2050 zijn er meer groene straten met ruimte voor bomen en bloemen in boomspiegels of plantvakken. In de buurten genieten mensen van groene pleinen, postzegelparkjes en plantsoenen, groene speelplekken, moestuinen, bloemenlinten, wadi’s (natuurlijke opvang van regenwater), bomen, groene speelstraten en geveltuinen. Die groene plekken geven de buurten een eigen identiteit en herkenbaarheid. Door samen met de buurt aan een passende groene inrichting te werken ontstaat meer sociale samenhang en gedeeld eigenaarschap. Ook zullen we doorgaan met het groener en openbaar maken van schoolpleinen."
19,"Conform de Groenvisie zijn de grote groengebieden (of parkgebieden) de oases van de stad. Het zijn plekken om de rust of juist gezelschap op te zoeken. In de Groenvisie 2020 - 2050  zijn de ambities voor parkgebieden  vastgelegd, waaronder stadsparken, stadsbossen, sportparken, volkstuinen en begraafplaatsen vallen.","In 2050 is er in de grotere groene gebieden in de stad, zoals stadsparken en stadsbossen, een goede balans tussen drukke en rustige delen. Er is ruimte om in de zon of in de schaduw te zitten, elkaar te ontmoeten op een grasveld of terras, te sporten en spelen en te werken. De parkgebieden zijn goed te bereiken per fiets en te voet, en er is ruimte voor ecologie, waterhuishouding en eetbare planten(voedselbos). Het beheer wordt georganiseerd door de gemeente. Voor vrijwilligers is het mogelijk een deel van een park te onderhouden. 
De ambitie is om nieuwe parken te realiseren en meer kwaliteit en karakter aan bestaande parken toe te voegen. Als er ruimte is om een bestaand park uit te breiden in de directe omgeving dan doen we dat.

We richten parken daarbij zo in, dat ze ook na hevige regen en bij droogte toegankelijk en aantrekkelijk zijn voor bezoekers. We realiseren een nieuw stadsbos omdat het grote belang van bomen voor mensen en dieren vraagt om meer bomen en een nieuw stadsbos in (de buurt van) Amsterdam.

Op sportparken vergroten we de ecologische waarde en het medegebruik. We behouden en moderniseren de volkstuinparken. Begraafplaatsen blijven oases van rust.
"
20,"Conform de Groenvisie is het landschap rondom de stad het rustige groene landschap: de Brettenzone, Tuinen van West, Waterland, de Diemerscheg, de Amstelscheg of het Amsterdamse Bos. ","In 2050 fiets je vanuit de stad gemakkelijk naar het landschap, waar je kunt bewegen en waar je wordt omgeven door natuur, landschapsparken, openbare (voedsel) bossen of waardevol cultuurlandschap. In Amsterdam is het landschap nooit ver weg: het landschap steekt als zogenaamde ‘scheggen’ diep het bebouwde gebied in. De plek waar de scheg begint of eindigt noemen we de kop van de scheg en die ligt binnen de gemeentegrens van Amsterdam. De gemeente beschouwt de scheggen als belangrijkste verbinding tussen de stad en het landschap om de stad. We zorgen voor betere verbindingen tussen de stad en het landschap van de scheggen."
21,"In Amsterdam realiseren we groen dat past bij de omgeving, goed groeit, gezond blijft en goed te beheren is.","We besteden daarbij aandacht aan materiaalkeuze, situering en maatvoering. In het Beleidskader Puccinimethode zijn hiervoor de algemene beleidsmatige principes vastgelegd. In het “Handboek Puccinimethode Groen” zijn de groene principes in de beleidskader uitgewerkt tot technische voorschriften."
22,We creëren meer zwemwater en recreatieplekken aan water.,"Water als plek voor verkoeling in de zomer wordt in de toekomst -gelet op klimaatverandering- steeds belangrijker. Het aantal officiële zwemplekken in natuurwater in en rond Amsterdam is beperkt. In 2040 zijn dat er wat ons betreft beduidend meer. We denken in de eerste plaats aan de stadsplassen, maar ook in en rond het IJ en IJmeer liggen mogelijkheden voor verkoeling in of aan het water.

Om echt te kunnen zwemmen dient het water te voldoen aan de kwaliteitseisen die daarvoor gelden. Door goede informatievoorziening over wanneer waar gezwommen kan worden kunnen meer (tijdelijke) zwemplekken in natuurwater worden gecreëerd. Hiervoor dient de blauwalg in de stadsplassen structureel te worden bestreden. Dat betekent ook dat we ervoor moeten zorgen er minder afval in het water terechtkomt, door een verantwoorde afvalwater inzameling bij jachthavens en door er voor te zorgen dat alle rondvaartboten en pleziervaartuigen op termijn vrij zijn van uitstoot van schadelijke stoffen. 

De aanleg van één of meer drijvende zwembaden aan de IJ-oevers of de Amstel behoort natuurlijk ook tot de mogelijkheden, analoog aan de voorbeelden hiervan in Antwerpen, Parijs, Berlijn en Kopenhagen. Tevens willen we meer recreatieve plekken aan het water maken, variërend van het simpelweg plaatsen van bankjes aan het water tot aan nieuw steigers aan het water waar je kunt pootje baden.
"
23,We activeren water en oevers.,"Wij willen de verwachte groei van recreatie en toerisme meer spreiden over de hele stad. De verwachte groei van het aantal inwoners, werknemers en bezoekers (toeristen) zal worden gefaciliteerd door vooral buiten de drukke binnenstad nieuwe recreatief toeristische voorzieningen en trekkers te ontwikkelen en deze onder de aandacht van een breder publiek te brengen. Aan het water lijken hiervoor diverse kansen te liggen. Op het meer ‘activeren’ van het water wordt vooral ingezet aan de IJ-oevers, de Amsteloevers, de ring van stadsplassen en aan de oevers van het IJmeer en IJburg. Juist daar willen het aantal recreatieve, publieke, culturele en horeca voorzieningen aan het water uitbreiden.

We gaan door met het stimuleren van de ontwikkeling van nieuwe recreatieve, publieke, culturele en horeca voorzieningen aan het water, vooral buiten de binnenstad waar het al druk genoeg is. Een café met een goed terras aan of op het water voegt iets toe aan de beleving en het gebruik van het water en wordt al snel een nieuwe bestemming voor de buurt en gasten van verder, ook voor de plezier- en passagiersvaarders. 

Naast de metropolitane voorzieningen aan het water die veel publiek trekken, zoals Carré, de Stopera, Eye Filmmuseum en het Anne Frankhuis, worden de stadsplassen Sloterplas, Nieuw Meer en Nieuwe Diep  verder ontwikkeld tot metropolitane plekken. Door de groei van het cluster aan watersport-, recreatieve, culturele en horecavoorzieningen worden deze stadsplassen steeds meer plekken die -zeker in de zomer- grote groepen Amsterdammers en bezoekers trekken om te recreëren en te sporten. 
"
24,In de 'binnenstad' streven we vanuit de Watervisie naar het bewaken en herstellen van de balans tussen een bruisende en leefbare historische binnenstad.,"De grachtengordel is onze prachtige erfenis uit de Gouden Eeuw. De grachten worden in het vaarseizoen druk bevaren door pleziervaart, rondvaart en andere vormen van passagiersvaart. Op een zonnige dag bruist de binnenstad met vele sloepjes en volle rondvaartboten in de grachten. Het aantal evenementen op en aan het water groeit in de binnenstad. Dit levert op zomerse dagen en bij evenementen fantastische plaatjes op, maar ook steeds meer (geluids-)overlast. De balans tussen een bruisende en leefbare stad moet met name in de historische binnenstad worden bewaakt en hersteld. Toenemende (geluids)overlast en verdrukking van bewonersbelangen liggen met name in de binnenstad op de loer.

Voor het water in de binnenstad benoemt de Watervisie onder meer de volgende ambities ten aanzien van de inrichting van de openbare ruimte:
•  Oostelijke binnenstad: nieuwe publieke plek op het Marineterrein aan het Oosterdok
•  Oostelijke binnenstad: ontsluiten vaarrondje Marineterrein - Artis 
•  Singelgracht: realisatie wandel boulevard 
• Hoogwaardige inrichting openbare ruimte centrum met verblijfskwaliteit aan de grachten
•  Verbeteren zicht op grachten door verplaatsing woonboten

In de Watervisie zijn deze ambities nader toegelicht. "
25,"In de 'stad rondom de binnenstad' streven we vanuit de Watervisie naar de ontwikkeling van nieuwe ligplaatsen voor de passagiersvaart, nieuwe vaarroutes en verbetering van de openbare ruimte.","Het gebied rondom de binnenstad, grofweg Amsterdam West, Zuid en Oost, ligt direct tegen de populaire grachtengordel aan en het water is net als de grachtengordel onderdeel van Amstellands boezem met een waterpeil van 40 cm onder NAP. Door de directe aansluiting van het water op de grachtengordel kan juist dit gebied een deel van de druk op het (gebruik van) het water in de binnenstad opvangen.

Deze zone rondom de binnenstad kun je daarom ook het ‘uitrolgebied van de drukke binnenstad’ noemen. In en aan de grachten, vaarten en kanalen van dit gebied liggen kansen voor de ontwikkeling van nieuwe ligplaatsen voor de passagiersvaart, nieuwe vaarroutes en verbetering van de openbare ruimte. Er zijn hier mogelijkheden om nieuwe wandel- en fietsroutes aan het water te realiseren, het zicht op het water te verbeteren en nieuwe recreatie- en attractieplekken aan het water te ontwikkelen.

Voor dit deel van de stad dat grenst aan de binnenstad (Amsterdam West, -Zuid en -Oost) benoemt de Watervisie onder meer de volgende  ambities ten aanzien van de inrichting van de openbare ruimte:
•  Impuls Amstelboulevard  
•  Amstelkwartier: ontwikkeling natuurzwemplek in de Amstel en locatie passagiersvaart
•  Impuls Amsteloever Kop Amstelscheg
•  Kostverlorenvaart: groene loper oostelijke kade
•  Weer bevaarbaar maken Haarlemmervaart

In de Watervisie zijn deze ambities nader toegelicht. "
26,"In de zone 'het IJ en de haven' streven we vanuit de Watervisie naar het goed bereikbaar houden van de Amsterdamse haven en de stad voor de cruise, de verdere ontwikkeling van het stedelijk waterfront aan het IJ en de verbetering van de IJ-oeververbindingen.
","Het IJ en de haven zijn onlosmakelijk met elkaar verbonden. Het IJ is een belangrijke schakel in de trans-Atlantische doorvaartroute voor de beroepsvaart tussen het Ruhrgebied, de haven van Amsterdam, andere Nederlandse binnenhavens en wereldhavens. De Amsterdamse haven is een economische factor van belang.

Amsterdam Noord is ook volop in ontwikkeling. De vele evenementen, het Filmmuseum en de horeca zorgen voor een snel groeiende stroom bezoekers. Voorspellingen wijzen op een mogelijke groei van het aantal woningen de komende decennia met 30 tot 55%. Het aantal arbeidsplaatsen zou wel eens kunnen verdubbelen.  Deze ontwikkeling gaat gepaard met de aanleg van nieuwe jachthavens, locaties met nieuwe ligplaatsen voor woonboten of waterwoningen en de verschuiving van woonboten en andere functies.

Op de veerponten van en naar Amsterdam-Noord wordt het steeds drukker. Zo druk zelfs dat we met de Verkenning verbetering IJoeververbindingen, Sprong over het IJ, hard studeren op een verbetering van de Noord-zuidverbindingen over het IJ, voor de korte, middellange en lange
termijn.


Voor het IJ en de haven benoemt de Watervisie onder meer de volgende  ambities ten aanzien van de inrichting van de openbare ruimte:
• Sprong over het IJ: verbetering IJoeververbindingen
• Doorontwikkeling openbare groene Noordelijke IJ-oevers met doorgaande langzaamverkeerroutes
• Sixhaven en omgeving ontwikkelen als levendige publieke plek

In de Watervisie zijn deze ambities nader toegelicht. 
"
27,In 'de stad grenzend aan het landschap' streven we vanuit de Watervisie naar het verder ontwikkelen van recreatieve functies en vaarroutes.,"Met ‘de stad grenzend aan het landschap’ wordt grofweg de stad buiten de Ring A10 plus binnendijks Noord en het metropolitane landschap bedoeld of anders gezegd: de naoorlogse stad en het landschap. Dit deel van de stad vormt als het ware het overgangsgebied tussen het centrale deel van de stad en het omliggende landschap.

Amsterdam is omringd door vier waterlandschappen: de Noordzee met het strand in het westen, het
Hollands (veen)plassengebied en de Amstel- en Vechtstreek in het zuidoosten, het IJ- en Markermeer in het noordoosten en Waterland in het noorden. Op de Noordzee en het strand na zijn deze landschappen door de vingerstadstructuur van Amsterdam via de groene en blauwe (het IJ en IJmeer) scheggen tot diep in de stad ervaarbaar. In deze waterrijke landschappen kan bovendien volop gevaren en gerecreëerd worden. Dit is een enorme kwaliteit van Amsterdam. 

Tevens wordt de stad omgeven door een ring van stadsplassen of -meren, die soms in de stad en soms in het landschap liggen. Bij de stedelijke verdichting in de stad hoort ook een intensivering van de recreatieve mogelijkheden. Juist deze stadsplassen en -meren kunnen een veel belangrijkere rol spelen in de recreatiebehoefte van de Amsterdammer.

Voor 'de stad grenzend aan het landschap' benoemt de Watervisie onder meer de volgende ambities ten aanzien van de inrichting van de openbare ruimte:
•  Recreatieve impuls voor de ring van stadsplassen
•  Sloterplas: naar een metropolitaan stadsmeer
•  Gaasperplas: impuls recreatie en watersport
•  Nieuwe Meer: impuls recreatie, voorzieningen en watersport
•  Nieuwe Diep: impuls recreatie, voorzieningen en watersport
•  Nieuw-West: uitbreiding kanogebied
•  Waterland en Noord: optimalisatie waterrecreatienetwerk en voorzieningen
•  Waterlandse zeedijk: verbeteren recreatieve infrastructuur en nieuwe zwemplekken

In de Watervisie zijn deze ambities nader toegelicht. "
28,Het opheffen van parkeerplekken is mogelijk als dit past binnen de parkeerbalans. ,"Bij het opheffen van een parkeerplek is de parkeerdruk op buurtniveau leidend. Als deze 90% of hoger wordt (als gevolg van deze en andere plannen in dezelfde buurt), dan zijn flankerende maatregelen nodig, bijvoorbeeld door het vergunningenplafond te verlagen, parkeerplekken te compenseren, of door aan vergunninghouders een parkeerplek beschikbaar te stellen in een parkeergarage. Ook dient het opheffen van parkeerplekken in andere buurten meegenomen te worden bij de beoordeling."
29,"Het behouden en versterken van kwaliteit van wonen en werken in Zuidas is de belangrijkste uitdaging in dit gebied voor de komende periode.
","De Visie Zuidas geeft een visie op de (toekomstige) structuur van het gebied.

Centraal in Zuidas ligt station Amsterdam Zuid, hét knooppunt van verbindingen voor de fiets en het OV. Door het ondergronds brengen van de snelweg ontstaan er op het dak van de nieuwe tunnels twee langgerekte stationspleinen. Hierdoor komt er ruimte vrij voor het nieuwe station. Door toevoeging van de Brittenpassage en verbreding van de Minervapassage wordt overstappen makkelijker en het contact tussen de beide stationspleinen groter. Deze twee passages en de aangrenzende pleinen zijn voor voetgangers bestemd. Ze vormen een veilig en comfortabel gebied, waaraan alle belangrijke functies om het station een voordeur hebben.

Ten noorden van het station komt de samenhang tot stand door een groene route, een verbinding tussen de Schinkel en de Amstel. Een rijk assortiment van bomen en vaste planten vormt het bindend element. De route loopt langs een aantal beeldbepalende gebouwen en verblijfsplekken.

Ten zuiden van het station is een stad van de 21e eeuw in wording. Hier worden onder andere veel nieuwe woningen gebouwd. Lucht, licht en ruimte, belangrijke kwaliteiten uit het plan van Van Eesteren, komen hier samen met de eigenschappen van een hedendaagse stad: hoge dichtheden, bijzondere architectuur en zorgvuldige aansluitingen van gebouwen op de straat. Er is ruimte voor recreatie door toevoeging van hoogwaardig ingerichte parken, pleinen en speelplekken. 
"
30,We hanteren in Zuidas twee verschillende inrichtingsprincipes: ‘Zuidaskwaliteit’ en ‘Puccini’. Dit om het bijzondere karakter van het gebied te onderstrepen.,"Puccini staat voor een uniforme en herkenbare inrichting van de openbare ruimte in heel Amsterdam. In de Puccini methode is ruimte geboden om op bijzondere plekken af te wijken van standaard materialen in de openbare ruimte. Eén van die gebieden is een gedeelte van de Zuidas (zie kaart). Met de daar toegestane plus in materialen wordt aangesloten op het hoogwaardige karakter van het gebied. Het centrum van Zuidas, waar veel gebruikers samenkomen, wordt ingericht volgens Zuidaskwaliteit. Het basismateriaal bestaat uit natuursteen.

De visie Zuidas is door de gemeenteraad vastgesteld en hierop is door de commissie Puccinimethode positief geadviseerd op 12 juli 2016. Hierbij is aangegeven dat de visiekaart Puccini aan de voorgestelde opzet van de visie Zuidas wordt aangepast. 

"
31,"Groen en water in de openbare en privéruimte dragen bij aan een Zuidas die leefbaar, robuust en regenbestendig is.","De aanwezigheid van aantrekkelijke plekken in het groen of bij het water vormt een basisvoorwaarde voor een verdichtende Zuidas. Er moet voldoende ruimte zijn om te kunnen ontspannen, te spelen en creativiteit te ontplooien. De ruimte hiervoor is binnen en rond Zuidas aanwezig, maar we kunnen die nog verbeteren en beter verbinden.
"
32,Op de Zuidas zetten we in op slim en efficiënt gebruik van de beschikbare ruimte met voorrang voor ov en fiets.,"De verkeersdrukte in Zuidas neemt door nieuwe verbindingen en vastgoedontwikkeling verder toe. Er komen niet alleen gebouwen met nieuwe gebruikers bij, gebouwen worden ook steeds intensiever gebruikt. Omdat het drukker wordt op straat, groeit de noodzaak om duidelijke
keuzes te maken (Mobiliteitsaanpak Amsterdam,2015). In de Visie Zuidas zetten we in op slim en efficiënt gebruik van de beschikbare ruimte met voorrang voor ov en fiets.

De visie is om het fietsnetwerk rond station Amsterdam Zuid te verbeteren. Dit is hard nodig, want het aantal mensen dat met de fiets naar station Amsterdam Zuid reist, zal de aankomende jaren enorm toenemen. Een van de belangrijkste ingrepen is de Daklaan: een verhoogde fietsverbinding, die loopt van het Beatrixpark naar de Parnassusweg. Deze fietsverbinding zorgt ervoor dat de nieuwe fietsparkeergarages rond het station op een snelle en veilige manier bereikbaar zijn, zonder kruising van fietsers met voetgangers en ander verkeer bij de drukke pleinen en de Beethovenstraat. Daardoor is er op de begane grond ruimte voor extra (commerciële) voorzieningen. Zo kan aan de noordzijde van het station een aantrekkelijker plein ontstaan. Daarnaast biedt de Daklaan een goede en snelle doorgaande oost-westverbinding door de Zuidas. Door de Daklaan groen in te richten, met voetpaden over de gehele lengte en verblijfsplekken in het midden van de Daklaan, kan het ook als park midden in Zuidas fungeren. In Parijs (Promenade Plantée) en New York (The High Line) bevinden zich succesvolle voorbeelden van dergelijke hoge parken. Zo kan ook de Daklaan een groene identiteitsdrager in het hart van Zuidas worden.

"
